filepath,label,split
data/input/Fish\Gold\Gold_5.jpg,Gold,train
data/input/Fish\Guppy\Guppy_178.jpg,Guppy,train
data/input/Fish\Gold\Gold_16.jpg,Gold,train
data/input/Fish\Gold\Gold_80.jpg,Gold,train
data/input/Fish\Bete\Bete_17.jpg,Bete,train
data/input/Fish\Discuss\Discuss_73.jpg,Discuss,train
data/input/Fish\Gold\Gold_89.jpg,Gold,train
data/input/Fish\Guppy\Guppy_30.jpg,Guppy,train
data/input/Fish\Discuss\Discuss_134.jpg,Discuss,train
data/input/Fish\Oscar\Oscar_144.png,Oscar,train
data/input/Fish\Discuss\Discuss_139.jpg,Discuss,train
data/input/Fish\Oscar\Oscar_57.jpg,Oscar,train
data/input/Fish\Bete\Bete_31.jpg,Bete,train
data/input/Fish\Oscar\Oscar_133.png,Oscar,train
data/input/Fish\Bete\Bete_175.jpg,Bete,train
data/input/Fish\Gold\Gold_154.jpg,Gold,train
data/input/Fish\Discuss\Discuss_169.jpg,Discuss,train
data/input/Fish\Guppy\Guppy_19.jpg,Guppy,train
data/input/Fish\Discuss\Discuss_156.jpg,Discuss,train
data/input/Fish\Oscar\Oscar_88.jpg,Oscar,train
data/input/Fish\Gold\Gold_126.jpg,Gold,train
data/input/Fish\Discuss\Discuss_190.jpg,Discuss,train
data/input/Fish\Discuss\Discuss_121.jpg,Discuss,train
data/input/Fish\Gold\Gold_96.jpg,Gold,train
data/input/Fish\Bete\Bete_113.jpg,Bete,train
data/input/Fish\Bete\Bete_129.jpg,Bete,train
data/input/Fish\Cray\Cray_39.jpg,Cray,train
data/input/Fish\Guppy\Guppy_171.jpg,Guppy,train
data/input/Fish\Bete\Bete_77.jpg,Bete,train
data/input/Fish\Gold\Gold_32.jpg,Gold,train
data/input/Fish\Gold\Gold_205.jpg,Gold,train
data/input/Fish\Bete\Bete_121.jpg,Bete,train
data/input/Fish\Cray\Cray_33.jpg,Cray,train
data/input/Fish\Bete\Bete_63.jpg,Bete,train
data/input/Fish\Cray\Cray_61.jpg,Cray,train
data/input/Fish\Guppy\Guppy_96.jpg,Guppy,train
data/input/Fish\Discuss\Discuss_187.jpg,Discuss,train
data/input/Fish\Discuss\Discuss_75.jpg,Discuss,train
data/input/Fish\Bete\Bete_149.jpg,Bete,train
data/input/Fish\Guppy\Guppy_180.jpg,Guppy,train
data/input/Fish\Guppy\Guppy_132.jpg,Guppy,train
data/input/Fish\Cray\Cray_3.jpg,Cray,train
data/input/Fish\Oscar\Oscar_140.png,Oscar,train
data/input/Fish\Gold\Gold_120.jpg,Gold,train
data/input/Fish\Guppy\Guppy_141.jpg,Guppy,train
data/input/Fish\Bete\Bete_134.jpg,Bete,train
data/input/Fish\Discuss\Discuss_110.jpg,Discuss,train
data/input/Fish\Oscar\Oscar_17.jpg,Oscar,train
data/input/Fish\Bete\Bete_7.jpg,Bete,train
data/input/Fish\Bete\Bete_155.jpg,Bete,train
data/input/Fish\Guppy\Guppy_158.jpg,Guppy,train
data/input/Fish\Guppy\Guppy_120.jpg,Guppy,train
data/input/Fish\Oscar\Oscar_48.jpg,Oscar,train
data/input/Fish\Discuss\Discuss_171.jpg,Discuss,train
data/input/Fish\Discuss\Discuss_1.jpg,Discuss,train
data/input/Fish\Bete\Bete_168.jpg,Bete,train
data/input/Fish\Discuss\Discuss_120.jpg,Discuss,train
data/input/Fish\Gold\Gold_197.jpg,Gold,train
data/input/Fish\Guppy\Guppy_15.jpg,Guppy,train
data/input/Fish\Bete\Bete_112.jpg,Bete,train
data/input/Fish\Gold\Gold_156.jpg,Gold,train
data/input/Fish\Oscar\Oscar_92.jpg,Oscar,train
data/input/Fish\Cray\Cray_51.jpg,Cray,train
data/input/Fish\Guppy\Guppy_189.jpg,Guppy,train
data/input/Fish\Guppy\Guppy_97.jpg,Guppy,train
data/input/Fish\Bete\Bete_123.jpg,Bete,train
data/input/Fish\Gold\Gold_82.jpg,Gold,train
data/input/Fish\Cray\Cray_65.jpg,Cray,train
data/input/Fish\Gold\Gold_199.jpg,Gold,train
data/input/Fish\Bete\Bete_125.jpg,Bete,train
data/input/Fish\Discuss\Discuss_193.jpg,Discuss,train
data/input/Fish\Discuss\Discuss_86.jpg,Discuss,train
data/input/Fish\Bete\Bete_56.jpg,Bete,train
data/input/Fish\Bete\Bete_12.jpg,Bete,train
data/input/Fish\Guppy\Guppy_5.jpg,Guppy,train
data/input/Fish\Discuss\Discuss_162.jpg,Discuss,train
data/input/Fish\Cray\Cray_7.jpg,Cray,train
data/input/Fish\Guppy\Guppy_80.jpg,Guppy,train
data/input/Fish\Bete\Bete_26.jpg,Bete,train
data/input/Fish\Bete\Bete_97.jpg,Bete,train
data/input/Fish\Gold\Gold_67.jpg,Gold,train
data/input/Fish\Cray\Cray_12.jpg,Cray,train
data/input/Fish\Discuss\Discuss_177.jpg,Discuss,train
data/input/Fish\Gold\Gold_119.jpg,Gold,train
data/input/Fish\Gold\Gold_3.jpg,Gold,train
data/input/Fish\Discuss\Discuss_47.jpg,Discuss,train
data/input/Fish\Guppy\Guppy_91.jpg,Guppy,train
data/input/Fish\Bete\Bete_167.jpg,Bete,train
data/input/Fish\Discuss\Discuss_119.jpg,Discuss,train
data/input/Fish\Gold\Gold_65.jpg,Gold,train
data/input/Fish\Discuss\Discuss_58.jpg,Discuss,train
data/input/Fish\Oscar\Oscar_124.jpg,Oscar,train
data/input/Fish\Discuss\Discuss_88.jpg,Discuss,train
data/input/Fish\Guppy\Guppy_165.jpg,Guppy,train
data/input/Fish\Gold\Gold_204.jpg,Gold,train
data/input/Fish\Oscar\Oscar_41.jpg,Oscar,train
data/input/Fish\Gold\Gold_48.jpg,Gold,train
data/input/Fish\Gold\Gold_192.jpg,Gold,train
data/input/Fish\Cray\Cray_20.jpg,Cray,train
data/input/Fish\Gold\Gold_85.jpg,Gold,train
data/input/Fish\Bete\Bete_36.jpg,Bete,train
data/input/Fish\Bete\Bete_137.jpg,Bete,train
data/input/Fish\Gold\Gold_2.jpg,Gold,train
data/input/Fish\Cray\Cray_40.jpg,Cray,train
data/input/Fish\Bete\Bete_11.jpg,Bete,train
data/input/Fish\Discuss\Discuss_111.jpg,Discuss,train
data/input/Fish\Cray\Cray_71.jpg,Cray,train
data/input/Fish\Cray\Cray_53.jpg,Cray,train
data/input/Fish\Guppy\Guppy_10.jpg,Guppy,train
data/input/Fish\Cray\Cray_74.jpg,Cray,train
data/input/Fish\Bete\Bete_67.jpg,Bete,train
data/input/Fish\Guppy\Guppy_39.jpg,Guppy,train
data/input/Fish\Oscar\Oscar_115.png,Oscar,train
data/input/Fish\Guppy\Guppy_56.jpg,Guppy,train
data/input/Fish\Gold\Gold_7.jpg,Gold,train
data/input/Fish\Gold\Gold_122.jpg,Gold,train
data/input/Fish\Gold\Gold_75.jpg,Gold,train
data/input/Fish\Oscar\Oscar_31.jpg,Oscar,train
data/input/Fish\Gold\Gold_169.jpg,Gold,train
data/input/Fish\Bete\Bete_180.jpg,Bete,train
data/input/Fish\Guppy\Guppy_117.jpg,Guppy,train
data/input/Fish\Discuss\Discuss_91.jpg,Discuss,train
data/input/Fish\Oscar\Oscar_19.jpg,Oscar,train
data/input/Fish\Bete\Bete_21.jpg,Bete,train
data/input/Fish\Discuss\Discuss_18.jpg,Discuss,train
data/input/Fish\Gold\Gold_102.jpg,Gold,train
data/input/Fish\Discuss\Discuss_108.jpg,Discuss,train
data/input/Fish\Cray\Cray_46.jpg,Cray,train
data/input/Fish\Discuss\Discuss_106.jpg,Discuss,train
data/input/Fish\Gold\Gold_114.jpg,Gold,train
data/input/Fish\Gold\Gold_64.jpg,Gold,train
data/input/Fish\Guppy\Guppy_4.jpg,Guppy,train
data/input/Fish\Bete\Bete_49.jpg,Bete,train
data/input/Fish\Cray\Cray_27.jpg,Cray,train
data/input/Fish\Oscar\Oscar_108.jpg,Oscar,train
data/input/Fish\Oscar\Oscar_36.jpg,Oscar,train
data/input/Fish\Gold\Gold_161.jpg,Gold,train
data/input/Fish\Gold\Gold_94.jpg,Gold,train
data/input/Fish\Discuss\Discuss_152.jpg,Discuss,train
data/input/Fish\Oscar\Oscar_27.jpg,Oscar,train
data/input/Fish\Gold\Gold_9.jpg,Gold,train
data/input/Fish\Bete\Bete_126.jpg,Bete,train
data/input/Fish\Bete\Bete_193.jpg,Bete,train
data/input/Fish\Gold\Gold_103.jpg,Gold,train
data/input/Fish\Guppy\Guppy_147.jpg,Guppy,train
data/input/Fish\Bete\Bete_37.jpg,Bete,train
data/input/Fish\Bete\Bete_141.jpg,Bete,train
data/input/Fish\Bete\Bete_194.jpg,Bete,train
data/input/Fish\Oscar\Oscar_24.jpg,Oscar,train
data/input/Fish\Gold\Gold_144.jpg,Gold,train
data/input/Fish\Gold\Gold_173.jpg,Gold,train
data/input/Fish\Oscar\Oscar_5.jpg,Oscar,train
data/input/Fish\Oscar\Oscar_110.jpg,Oscar,train
data/input/Fish\Discuss\Discuss_126.jpg,Discuss,train
data/input/Fish\Oscar\Oscar_98.jpg,Oscar,train
data/input/Fish\Cray\Cray_16.jpg,Cray,train
data/input/Fish\Discuss\Discuss_17.jpg,Discuss,train
data/input/Fish\Gold\Gold_100.jpg,Gold,train
data/input/Fish\Gold\Gold_168.jpg,Gold,train
data/input/Fish\Discuss\Discuss_44.jpg,Discuss,train
data/input/Fish\Gold\Gold_142.jpg,Gold,train
data/input/Fish\Oscar\Oscar_61.jpg,Oscar,train
data/input/Fish\Bete\Bete_147.jpg,Bete,train
data/input/Fish\Oscar\Oscar_78.jpg,Oscar,train
data/input/Fish\Oscar\Oscar_143.png,Oscar,train
data/input/Fish\Bete\Bete_90.jpg,Bete,train
data/input/Fish\Bete\Bete_4.jpg,Bete,train
data/input/Fish\Discuss\Discuss_3.jpg,Discuss,train
data/input/Fish\Discuss\Discuss_116.jpg,Discuss,train
data/input/Fish\Oscar\Oscar_2.jpg,Oscar,train
data/input/Fish\Bete\Bete_108.jpg,Bete,train
data/input/Fish\Oscar\Oscar_70.jpg,Oscar,train
data/input/Fish\Bete\Bete_138.jpg,Bete,train
data/input/Fish\Discuss\Discuss_97.jpg,Discuss,train
data/input/Fish\Bete\Bete_130.jpg,Bete,train
data/input/Fish\Oscar\Oscar_91.jpg,Oscar,train
data/input/Fish\Discuss\Discuss_163.jpg,Discuss,train
data/input/Fish\Oscar\Oscar_22.jpg,Oscar,train
data/input/Fish\Oscar\Oscar_6.jpg,Oscar,train
data/input/Fish\Oscar\Oscar_1.jpg,Oscar,train
data/input/Fish\Discuss\Discuss_149.jpg,Discuss,train
data/input/Fish\Discuss\Discuss_124.jpg,Discuss,train
data/input/Fish\Cray\Cray_45.jpg,Cray,train
data/input/Fish\Bete\Bete_170.jpg,Bete,train
data/input/Fish\Oscar\Oscar_87.jpg,Oscar,train
data/input/Fish\Guppy\Guppy_41.png,Guppy,train
data/input/Fish\Guppy\Guppy_53.jpg,Guppy,train
data/input/Fish\Guppy\Guppy_113.jpg,Guppy,train
data/input/Fish\Discuss\Discuss_56.jpg,Discuss,train
data/input/Fish\Discuss\Discuss_85.jpg,Discuss,train
data/input/Fish\Oscar\Oscar_132.jpg,Oscar,train
data/input/Fish\Gold\Gold_76.jpg,Gold,train
data/input/Fish\Bete\Bete_88.jpg,Bete,train
data/input/Fish\Gold\Gold_136.jpg,Gold,train
data/input/Fish\Guppy\Guppy_112.jpg,Guppy,train
data/input/Fish\Cray\Cray_73.jpg,Cray,train
data/input/Fish\Gold\Gold_46.jpg,Gold,train
data/input/Fish\Discuss\Discuss_34.jpg,Discuss,train
data/input/Fish\Gold\Gold_11.jpg,Gold,train
data/input/Fish\Discuss\Discuss_112.png,Discuss,train
data/input/Fish\Oscar\Oscar_94.jpg,Oscar,train
data/input/Fish\Oscar\Oscar_32.jpg,Oscar,train
data/input/Fish\Bete\Bete_72.jpg,Bete,train
data/input/Fish\Guppy\Guppy_11.jpg,Guppy,train
data/input/Fish\Gold\Gold_146.jpg,Gold,train
data/input/Fish\Guppy\Guppy_137.jpg,Guppy,train
data/input/Fish\Cray\Cray_32.jpg,Cray,train
data/input/Fish\Gold\Gold_183.jpg,Gold,train
data/input/Fish\Guppy\Guppy_86.jpg,Guppy,train
data/input/Fish\Oscar\Oscar_60.jpg,Oscar,train
data/input/Fish\Discuss\Discuss_27.jpg,Discuss,train
data/input/Fish\Bete\Bete_165.jpg,Bete,train
data/input/Fish\Bete\Bete_157.jpg,Bete,train
data/input/Fish\Oscar\Oscar_63.jpg,Oscar,train
data/input/Fish\Guppy\Guppy_16.jpg,Guppy,train
data/input/Fish\Discuss\Discuss_179.jpg,Discuss,train
data/input/Fish\Cray\Cray_42.jpg,Cray,train
data/input/Fish\Oscar\Oscar_46.jpg,Oscar,train
data/input/Fish\Cray\Cray_54.jpg,Cray,train
data/input/Fish\Guppy\Guppy_76.jpg,Guppy,train
data/input/Fish\Bete\Bete_159.jpg,Bete,train
data/input/Fish\Gold\Gold_134.jpg,Gold,train
data/input/Fish\Oscar\Oscar_114.jpg,Oscar,train
data/input/Fish\Oscar\Oscar_49.jpg,Oscar,train
data/input/Fish\Guppy\Guppy_43.png,Guppy,train
data/input/Fish\Oscar\Oscar_33.jpg,Oscar,train
data/input/Fish\Discuss\Discuss_15.jpg,Discuss,train
data/input/Fish\Discuss\Discuss_104.jpg,Discuss,train
data/input/Fish\Gold\Gold_153.jpg,Gold,train
data/input/Fish\Bete\Bete_102.jpg,Bete,train
data/input/Fish\Bete\Bete_34.jpg,Bete,train
data/input/Fish\Guppy\Guppy_183.jpg,Guppy,train
data/input/Fish\Bete\Bete_101.jpg,Bete,train
data/input/Fish\Guppy\Guppy_145.jpg,Guppy,train
data/input/Fish\Gold\Gold_202.jpg,Gold,train
data/input/Fish\Bete\Bete_91.jpg,Bete,train
data/input/Fish\Gold\Gold_91.jpg,Gold,train
data/input/Fish\Guppy\Guppy_62.png,Guppy,val
data/input/Fish\Gold\Gold_39.jpg,Gold,val
data/input/Fish\Guppy\Guppy_122.jpg,Guppy,val
data/input/Fish\Discuss\Discuss_101.jpg,Discuss,val
data/input/Fish\Cray\Cray_11.jpg,Cray,val
data/input/Fish\Bete\Bete_86.jpg,Bete,val
data/input/Fish\Bete\Bete_70.jpg,Bete,val
data/input/Fish\Gold\Gold_29.jpg,Gold,val
data/input/Fish\Guppy\Guppy_108.jpg,Guppy,val
data/input/Fish\Discuss\Discuss_80.jpg,Discuss,val
data/input/Fish\Oscar\Oscar_29.jpg,Oscar,val
data/input/Fish\Gold\Gold_182.jpg,Gold,val
data/input/Fish\Guppy\Guppy_172.png,Guppy,val
data/input/Fish\Discuss\Discuss_174.jpg,Discuss,val
data/input/Fish\Oscar\Oscar_120.jpg,Oscar,val
data/input/Fish\Gold\Gold_97.jpg,Gold,val
data/input/Fish\Gold\Gold_79.jpg,Gold,val
data/input/Fish\Gold\Gold_105.jpg,Gold,val
data/input/Fish\Gold\Gold_184.jpg,Gold,val
data/input/Fish\Oscar\Oscar_76.jpg,Oscar,val
data/input/Fish\Bete\Bete_66.jpg,Bete,val
data/input/Fish\Gold\Gold_72.jpg,Gold,val
data/input/Fish\Cray\Cray_78.jpg,Cray,val
data/input/Fish\Discuss\Discuss_5.jpg,Discuss,val
data/input/Fish\Oscar\Oscar_136.png,Oscar,val
data/input/Fish\Oscar\Oscar_68.jpg,Oscar,val
data/input/Fish\Discuss\Discuss_2.jpg,Discuss,val
data/input/Fish\Bete\Bete_156.jpg,Bete,val
data/input/Fish\Gold\Gold_59.jpg,Gold,val
data/input/Fish\Discuss\Discuss_55.jpg,Discuss,val
data/input/Fish\Guppy\Guppy_100.jpg,Guppy,val
data/input/Fish\Guppy\Guppy_125.jpg,Guppy,val
data/input/Fish\Guppy\Guppy_78.jpg,Guppy,val
data/input/Fish\Bete\Bete_148.jpg,Bete,val
data/input/Fish\Guppy\Guppy_107.jpg,Guppy,val
data/input/Fish\Gold\Gold_166.jpg,Gold,val
data/input/Fish\Discuss\Discuss_50.jpg,Discuss,val
data/input/Fish\Gold\Gold_18.jpg,Gold,val
data/input/Fish\Cray\Cray_43.jpg,Cray,val
data/input/Fish\Oscar\Oscar_11.jpg,Oscar,val
data/input/Fish\Discuss\Discuss_22.jpg,Discuss,val
data/input/Fish\Oscar\Oscar_95.jpg,Oscar,val
data/input/Fish\Guppy\Guppy_155.jpg,Guppy,val
data/input/Fish\Gold\Gold_101.jpg,Gold,val
data/input/Fish\Gold\Gold_19.jpg,Gold,val
data/input/Fish\Cray\Cray_6.jpg,Cray,val
data/input/Fish\Oscar\Oscar_28.jpg,Oscar,val
data/input/Fish\Bete\Bete_142.jpg,Bete,val
data/input/Fish\Gold\Gold_78.jpg,Gold,val
data/input/Fish\Bete\Bete_106.jpg,Bete,val
data/input/Fish\Bete\Bete_33.jpg,Bete,val
data/input/Fish\Bete\Bete_41.jpg,Bete,val
data/input/Fish\Oscar\Oscar_90.jpg,Oscar,val
data/input/Fish\Guppy\Guppy_188.jpg,Guppy,val
data/input/Fish\Bete\Bete_40.jpg,Bete,val
data/input/Fish\Bete\Bete_79.jpg,Bete,val
data/input/Fish\Discuss\Discuss_144.jpg,Discuss,val
data/input/Fish\Cray\Cray_59.jpg,Cray,val
data/input/Fish\Discuss\Discuss_65.jpg,Discuss,val
data/input/Fish\Bete\Bete_182.jpg,Bete,val
data/input/Fish\Oscar\Oscar_81.jpg,Oscar,val
data/input/Fish\Gold\Gold_170.jpg,Gold,val
data/input/Fish\Bete\Bete_93.jpg,Bete,val
data/input/Fish\Gold\Gold_188.jpg,Gold,val
data/input/Fish\Gold\Gold_138.jpg,Gold,val
data/input/Fish\Discuss\Discuss_131.jpg,Discuss,val
data/input/Fish\Bete\Bete_69.jpg,Bete,val
data/input/Fish\Discuss\Discuss_122.jpg,Discuss,val
data/input/Fish\Cray\Cray_38.jpg,Cray,val
data/input/Fish\Guppy\Guppy_148.jpg,Guppy,val
data/input/Fish\Discuss\Discuss_64.jpg,Discuss,val
data/input/Fish\Bete\Bete_110.jpg,Bete,val
data/input/Fish\Gold\Gold_201.jpg,Gold,val
data/input/Fish\Guppy\Guppy_121.jpg,Guppy,val
data/input/Fish\Bete\Bete_164.jpg,Bete,val
data/input/Fish\Guppy\Guppy_157.jpg,Guppy,val
data/input/Fish\Discuss\Discuss_172.jpg,Discuss,val
data/input/Fish\Bete\Bete_23.jpg,Bete,val
data/input/Fish\Discuss\Discuss_197.jpg,Discuss,val
data/input/Fish\Gold\Gold_58.jpg,Gold,val
data/input/Fish\Guppy\Guppy_26.jpg,Guppy,val
data/input/Fish\Gold\Gold_128.jpg,Gold,val
data/input/Fish\Gold\Gold_20.jpg,Gold,val
data/input/Fish\Discuss\Discuss_32.jpg,Discuss,val
data/input/Fish\Guppy\Guppy_89.jpg,Guppy,val
data/input/Fish\Bete\Bete_151.jpg,Bete,val
data/input/Fish\Bete\Bete_2.jpg,Bete,val
data/input/Fish\Discuss\Discuss_83.jpg,Discuss,val
data/input/Fish\Oscar\Oscar_105.jpg,Oscar,val
data/input/Fish\Gold\Gold_157.jpg,Gold,val
data/input/Fish\Cray\Cray_57.jpg,Cray,val
data/input/Fish\Gold\Gold_8.jpg,Gold,val
data/input/Fish\Discuss\Discuss_4.jpg,Discuss,val
data/input/Fish\Discuss\Discuss_141.jpg,Discuss,val
data/input/Fish\Discuss\Discuss_29.jpg,Discuss,val
data/input/Fish\Gold\Gold_69.jpg,Gold,val
data/input/Fish\Guppy\Guppy_44.png,Guppy,val
data/input/Fish\Bete\Bete_189.jpg,Bete,val
data/input/Fish\Cray\Cray_4.jpg,Cray,val
data/input/Fish\Oscar\Oscar_59.jpg,Oscar,val
data/input/Fish\Bete\Bete_174.jpg,Bete,val
data/input/Fish\Discuss\Discuss_49.jpg,Discuss,val
data/input/Fish\Oscar\Oscar_117.jpg,Oscar,val
data/input/Fish\Guppy\Guppy_68.jpg,Guppy,val
data/input/Fish\Gold\Gold_50.jpg,Gold,val
data/input/Fish\Discuss\Discuss_182.jpg,Discuss,val
data/input/Fish\Bete\Bete_144.jpg,Bete,val
data/input/Fish\Discuss\Discuss_81.jpg,Discuss,val
data/input/Fish\Guppy\Guppy_27.jpg,Guppy,val
data/input/Fish\Cray\Cray_9.jpg,Cray,val
data/input/Fish\Bete\Bete_85.jpg,Bete,val
data/input/Fish\Bete\Bete_163.jpg,Bete,val
data/input/Fish\Oscar\Oscar_97.jpg,Oscar,val
data/input/Fish\Discuss\Discuss_39.jpg,Discuss,val
data/input/Fish\Discuss\Discuss_113.jpg,Discuss,val
data/input/Fish\Guppy\Guppy_55.jpg,Guppy,val
data/input/Fish\Discuss\Discuss_92.jpg,Discuss,val
data/input/Fish\Guppy\Guppy_34.jpg,Guppy,val
data/input/Fish\Bete\Bete_45.jpg,Bete,val
data/input/Fish\Gold\Gold_38.jpg,Gold,val
data/input/Fish\Cray\Cray_49.jpg,Cray,val
data/input/Fish\Oscar\Oscar_101.jpg,Oscar,val
data/input/Fish\Gold\Gold_12.jpg,Gold,val
data/input/Fish\Guppy\Guppy_31.jpg,Guppy,val
data/input/Fish\Bete\Bete_10.jpg,Bete,val
data/input/Fish\Bete\Bete_20.jpg,Bete,val
data/input/Fish\Oscar\Oscar_23.jpg,Oscar,val
data/input/Fish\Discuss\Discuss_117.jpg,Discuss,val
data/input/Fish\Guppy\Guppy_151.jpg,Guppy,val
data/input/Fish\Cray\Cray_77.jpg,Cray,val
data/input/Fish\Bete\Bete_191.jpg,Bete,val
data/input/Fish\Guppy\Guppy_140.jpg,Guppy,val
data/input/Fish\Guppy\Guppy_101.jpg,Guppy,val
data/input/Fish\Oscar\Oscar_18.jpg,Oscar,val
data/input/Fish\Oscar\Oscar_66.jpg,Oscar,val
data/input/Fish\Oscar\Oscar_7.jpg,Oscar,val
data/input/Fish\Oscar\Oscar_129.jpg,Oscar,val
data/input/Fish\Oscar\Oscar_128.jpg,Oscar,val
data/input/Fish\Discuss\Discuss_125.jpg,Discuss,val
data/input/Fish\Bete\Bete_105.jpg,Bete,val
data/input/Fish\Cray\Cray_8.jpg,Cray,val
data/input/Fish\Discuss\Discuss_7.jpg,Discuss,val
data/input/Fish\Discuss\Discuss_79.jpg,Discuss,val
data/input/Fish\Gold\Gold_63.jpg,Gold,val
data/input/Fish\Guppy\Guppy_144.jpg,Guppy,val
data/input/Fish\Guppy\Guppy_102.jpg,Guppy,val
data/input/Fish\Oscar\Oscar_62.jpg,Oscar,val
data/input/Fish\Gold\Gold_109.jpg,Gold,val
data/input/Fish\Gold\Gold_1.jpg,Gold,val
data/input/Fish\Guppy\Guppy_7.jpg,Guppy,val
data/input/Fish\Gold\Gold_206.jpg,Gold,val
data/input/Fish\Guppy\Guppy_103.jpg,Guppy,val
data/input/Fish\Discuss\Discuss_12.jpg,Discuss,test
data/input/Fish\Gold\Gold_14.jpg,Gold,test
data/input/Fish\Oscar\Oscar_72.jpg,Oscar,test
data/input/Fish\Guppy\Guppy_1.jpg,Guppy,test
data/input/Fish\Guppy\Guppy_176.jpg,Guppy,test
data/input/Fish\Guppy\Guppy_49.png,Guppy,test
data/input/Fish\Oscar\Oscar_64.jpg,Oscar,test
data/input/Fish\Guppy\Guppy_13.jpg,Guppy,test
data/input/Fish\Cray\Cray_79.jpg,Cray,test
data/input/Fish\Guppy\Guppy_133.jpg,Guppy,test
data/input/Fish\Bete\Bete_114.jpg,Bete,test
data/input/Fish\Oscar\Oscar_56.jpg,Oscar,test
data/input/Fish\Gold\Gold_10.jpg,Gold,test
data/input/Fish\Oscar\Oscar_15.jpg,Oscar,test
data/input/Fish\Guppy\Guppy_129.jpg,Guppy,test
data/input/Fish\Discuss\Discuss_147.jpg,Discuss,test
data/input/Fish\Gold\Gold_159.jpg,Gold,test
data/input/Fish\Discuss\Discuss_62.jpg,Discuss,test
data/input/Fish\Bete\Bete_78.jpg,Bete,test
data/input/Fish\Oscar\Oscar_113.jpg,Oscar,test
data/input/Fish\Gold\Gold_23.jpg,Gold,test
data/input/Fish\Gold\Gold_81.jpg,Gold,test
data/input/Fish\Oscar\Oscar_118.png,Oscar,test
data/input/Fish\Guppy\Guppy_66.png,Guppy,test
data/input/Fish\Bete\Bete_60.jpg,Bete,test
data/input/Fish\Bete\Bete_143.jpg,Bete,test
data/input/Fish\Oscar\Oscar_45.jpg,Oscar,test
data/input/Fish\Bete\Bete_178.jpg,Bete,test
data/input/Fish\Discuss\Discuss_118.jpg,Discuss,test
data/input/Fish\Bete\Bete_146.jpg,Bete,test
data/input/Fish\Discuss\Discuss_24.jpg,Discuss,test
data/input/Fish\Guppy\Guppy_169.jpg,Guppy,test
data/input/Fish\Discuss\Discuss_14.jpg,Discuss,test
data/input/Fish\Gold\Gold_27.jpg,Gold,test
data/input/Fish\Guppy\Guppy_146.jpg,Guppy,test
data/input/Fish\Discuss\Discuss_45.jpg,Discuss,test
data/input/Fish\Discuss\Discuss_67.jpg,Discuss,test
data/input/Fish\Oscar\Oscar_52.jpg,Oscar,test
data/input/Fish\Discuss\Discuss_123.jpg,Discuss,test
data/input/Fish\Guppy\Guppy_2.jpg,Guppy,test
data/input/Fish\Gold\Gold_73.jpg,Gold,test
data/input/Fish\Bete\Bete_117.jpg,Bete,test
data/input/Fish\Guppy\Guppy_184.jpg,Guppy,test
data/input/Fish\Guppy\Guppy_35.jpg,Guppy,test
data/input/Fish\Cray\Cray_13.jpg,Cray,test
data/input/Fish\Bete\Bete_18.jpg,Bete,test
data/input/Fish\Bete\Bete_181.jpg,Bete,test
data/input/Fish\Oscar\Oscar_135.jpg,Oscar,test
data/input/Fish\Bete\Bete_9.jpg,Bete,test
data/input/Fish\Discuss\Discuss_16.jpg,Discuss,test
data/input/Fish\Discuss\Discuss_128.jpg,Discuss,test
data/input/Fish\Cray\Cray_56.jpg,Cray,test
data/input/Fish\Guppy\Guppy_149.jpg,Guppy,test
data/input/Fish\Gold\Gold_150.jpg,Gold,test
data/input/Fish\Discuss\Discuss_199.png,Discuss,test
data/input/Fish\Bete\Bete_74.jpg,Bete,test
data/input/Fish\Guppy\Guppy_48.png,Guppy,test
data/input/Fish\Oscar\Oscar_67.jpg,Oscar,test
data/input/Fish\Bete\Bete_111.jpg,Bete,test
data/input/Fish\Discuss\Discuss_90.jpg,Discuss,test
data/input/Fish\Bete\Bete_13.jpg,Bete,test
data/input/Fish\Discuss\Discuss_66.jpg,Discuss,test
data/input/Fish\Guppy\Guppy_181.jpg,Guppy,test
data/input/Fish\Bete\Bete_96.jpg,Bete,test
data/input/Fish\Cray\Cray_14.jpg,Cray,test
data/input/Fish\Gold\Gold_137.jpg,Gold,test
data/input/Fish\Oscar\Oscar_9.jpg,Oscar,test
data/input/Fish\Discuss\Discuss_153.jpg,Discuss,test
data/input/Fish\Gold\Gold_56.jpg,Gold,test
data/input/Fish\Cray\Cray_1.jpg,Cray,test
data/input/Fish\Discuss\Discuss_192.jpg,Discuss,test
data/input/Fish\Oscar\Oscar_25.jpg,Oscar,test
data/input/Fish\Gold\Gold_160.jpg,Gold,test
data/input/Fish\Guppy\Guppy_163.jpg,Guppy,test
data/input/Fish\Discuss\Discuss_105.jpg,Discuss,test
data/input/Fish\Discuss\Discuss_94.jpg,Discuss,test
data/input/Fish\Guppy\Guppy_14.jpg,Guppy,test
data/input/Fish\Gold\Gold_87.jpg,Gold,test
data/input/Fish\Oscar\Oscar_138.png,Oscar,test
data/input/Fish\Gold\Gold_117.jpg,Gold,test
data/input/Fish\Bete\Bete_61.jpg,Bete,test
data/input/Fish\Cray\Cray_62.jpg,Cray,test
data/input/Fish\Guppy\Guppy_127.jpg,Guppy,test
data/input/Fish\Gold\Gold_112.jpg,Gold,test
data/input/Fish\Discuss\Discuss_53.jpg,Discuss,test
